번호	공통표준용어명	공통표준용어설명	공통표준용어영문약어명	공통표준도메인명	허용값	저장 형식	표현 형식	행정표준코드명	소관기관명	용어 이음동의어 목록	제정차수	개정구분명(폐기, 변경)	개정항목	개정사유
1	친환경선박검사내용	친환경 선박 검사에 대한 서술형 내용	ECFRD_VSL_INSP_CN	내용V1000	-	1000자리 이내 문자	-	-	KOMSA	-	기관제정(2026-06)	-	-	-
